Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
CONS.txt,1,6954,67.02,57.70,45.02,27.44,21.53,17.93,83.45,46.68,9.40,5.36,1.41,0.14,3.01,0.01,0.79,4.04,5.02,12.58,9.55,4.37,6.13,2.93,14.94,5.15,1.77,1.05,6.59,2.80,4.87,2.44,2.34,0.45,0.30,0.39,7.31,0.04,0.17,0.00,0.03,12.71,1.42,1.90,1.80,3.67,1.65,4.08,1.74,0.22,0.30,1.04,1.91,0.65,0.98,0.00,0.27,10.58,0.93,4.20,3.84,2.10,0.96,1.88,13.50,1.08,15.14,1.70,7.18,6.40,8.11,0.79,0.19,1.09,0.04,0.03,0.43,0.09,0.09,0.12,0.13,0.00,31.82,4.63,3.28,0.01,0.03,0.07,0.12,0.99,19.79,1.65,0.40,0.85
