Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
PROS.txt,1,5611,79.61,71.99,27.6,99,20.33,19.57,84.46,39.53,7.29,4.58,1.32,0.14,2.3,0.07,0.75,2.71,4.38,11.94,6.58,4.53,6.54,0.75,11.51,7.41,1.87,0.71,7.57,2.55,13.08,12.17,0.68,0.07,0.07,0.23,8.04,0.05,0.25,0.11,0.05,9.34,1.62,1.1,1.3,2.85,1.66,2.58,1.46,0.18,0.07,0.86,0.89,0.05,0.61,0.05,0.07,16.49,1.73,6.24,2.94,7.49,0.43,1.21,11.42,0.59,13.28,2.35,5.93,5.51,13.37,0.89,0.45,3.83,0,0.02,0.71,0,0.02,0.27,0.43,0.02,38.12,5.04,4.78,0,0.04,0,0.23,1.51,24.35,0.98,0.66,0.53
