Filename,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
PROS.txt,1,5611,79.61,71.99,27.6,99,20.33,19.57,84.46,39.53,7.29,4.58,1.32,0.14,2.3,0.07,0.75,2.71,4.38,11.94,6.58,4.53,6.54,0.75,11.51,7.41,1.87,0.71,7.57,2.55,13.08,12.17,0.68,0.07,0.07,0.23,8.04,0.05,0.25,0.11,0.05,9.34,1.62,1.1,1.3,2.85,1.66,2.58,1.46,0.18,0.07,0.86,0.89,0.05,0.61,0.05,0.07,16.49,1.73,6.24,2.94,7.49,0.43,1.21,11.42,0.59,13.28,2.35,5.93,5.51,13.37,0.89,0.45,3.83,0,0.02,0.71,0,0.02,0.27,0.43,0.02,38.12,5.04,4.78,0,0.04,0,0.23,1.51,24.35,0.98,0.66,0.53
CONS.txt,1,6954,67.02,57.7,45.02,27.44,21.53,17.93,83.45,46.68,9.4,5.36,1.41,0.14,3.01,0.01,0.79,4.04,5.02,12.58,9.55,4.37,6.13,2.93,14.94,5.15,1.77,1.05,6.59,2.8,4.87,2.44,2.34,0.45,0.3,0.39,7.31,0.04,0.17,0,0.03,12.71,1.42,1.9,1.8,3.67,1.65,4.08,1.74,0.22,0.3,1.04,1.91,0.65,0.98,0,0.27,10.58,0.93,4.2,3.84,2.1,0.96,1.88,13.5,1.08,15.14,1.7,7.18,6.4,8.11,0.79,0.19,1.09,0.04,0.03,0.43,0.09,0.09,0.12,0.13,0,31.82,4.63,3.28,0.01,0.03,0.07,0.12,0.99,19.79,1.65,0.4,0.85
